created_at,hashtags,text,BLM
2015-06-19,BlackLivesMatter UnitedWeMustStand EnoughIsEnough BeTheChange UniteBlack,"Excerpt from ""The Other America""...
  
#BlackLivesMatter 
#UnitedWeMustStand 
#EnoughIsEnough 
#BeTheChange #UniteBlack",positive
2015-06-19,BlackLivesMatter,the fuck R these cops treating these fucking maniacs with respect and putting them in body armor but shooting these kids #BlackLivesMatter,positive
2015-06-19,AMEChurchShooting BlackLivesMatter,"RT   Ethel Lee Lance, 70. Murdered in the #AMEChurchShooting. Rest In Power. 

#BlackLivesMatter ...  ",positive
2015-06-19,BlackLivesMatter,"  blacks murdered by police all across the globe #BlackLivesMatter via   
 ",positive
2015-06-19,BlackLivesMatter,Their will be no stopping US ... That's what white ppl fear about black people .. #BlackLivesMatter,positive
2015-06-19,blacklivesmatter charleston,Every few moments I have to stop working to grieve. I'm going to bed. #blacklivesmatter #charleston,positive
2015-06-19,BlackLivesMatter BLACKLivesMatter,"Because White People keep redacting #BlackLivesMatter:
Make #BLACKLivesMatter
WHEN #BLACKLives#MATTER then *All
   ",positive
2015-06-19,RIP Black9 BlackLivesMatter,"Ethel Lee Lance, 70. #RIP #Black9 #BlackLivesMatter",positive
2015-06-19,Blacklivesmatter,Dylann Roof is the epitome of cowardace... Wonder why #Blacklivesmatter because of people like this.…,positive
2015-06-19,racism gunviolence AmericasShame GunSense AMEShooting BlackLivesMatter,"World shocked at enduring #racism, #gunviolence in US   #AmericasShame #GunSense #AMEShooting #BlackLivesMatter",positive
2015-06-19,BlackLivesMatter,There is no biracial category. You are either black or white. I claim black. You look at me and all you see is black. #BlackLivesMatter,neither
2015-06-19,NSBESpeaks BlackLivesMatter,#NSBESpeaks #BlackLivesMatter I love everything NSBE and am proud to be a member and chapter Senator!,positive
2015-06-19,Charleston AME CharlestonMassacre Charleston9 BlackLivesMatter,How to support 'Mother Emanuel' AME | #Charleston #AME #CharlestonMassacre #Charleston9 #BlackLivesMatter,positive
2015-06-19,BlackLivesMatter fteforum15,a liturgical die-in     #BlackLivesMatter     #fteforum15,positive
2015-06-19,PrayersForCharleston CharlestonShooting BlackLivesMatter,Accurate!!! #PrayersForCharleston #CharlestonShooting #BlackLivesMatter,positive
2015-06-19,BlackLivesMatter CharlestonShooting,why aren't these questions answered? #BlackLivesMatter #CharlestonShooting,positive
2015-06-19,BlackLivesMatter,It's clear my life an early expiration date bc I'm black. This is heavy to swallow.  #BlackLivesMatter (also) 💕💯🔥,positive
2015-06-19,BlackLivesMatter,I hate the fact that we have to say #BlackLivesMatter ! Why don't they already appreciate us. Do white people have to say white lives matter,positive
2015-06-19,blacklivesmatter nojoke crazyWhitePeopleWithGuns,The Daily Show - Charleston Church Shooting   via   #blacklivesmatter #nojoke #crazyWhitePeopleWithGuns,positive
2015-06-19,BlackLivesMatter,Confederate Flag must go. Should B taken down! It symbolizes violence &amp; destruction of human life. Let it hang in a museum #BlackLivesMatter,positive
2015-06-19,BlueLivesMatter cincinnatipd,"#BlueLivesMatter   
Such sad news. Prayers for the officer and family #cincinnatipd   ",neither
2015-06-19,RIP Black9 BlackLivesMatter,"Susie Jackson, 87. #RIP #Black9 #BlackLivesMatter",positive
2015-06-19,BlackLivesMatter,-How is that relevant?  I'm only interested in how you defend #BlackLivesMatter when U kill each other daily. Do those matter?,negative
2015-06-19,BlackLivesMatter,What happened was disgusting. #BlackLivesMatter,positive
2015-06-19,BlackLivesMatter WhiteLivesMatter AllLivesMatter,"#BlackLivesMatter #WhiteLivesMatter
#AllLivesMatter 
Nobody life is more important than the other",negative
2015-06-19,BlackLivesMatter,#1 awareness of what is truth for Black and Brown people  #BlackLivesMatter,positive
2015-06-20,PrayersForCharleston Unite love faithforhumanity AllLivesMatter,"""Love one another right now"" #PrayersForCharleston #Unite #love #faithforhumanity #AllLivesMatter",neither
2015-06-20,BlackLivesMatter CharlestonShooting AllLivesMatter,Yes! #BlackLivesMatter #CharlestonShooting #AllLivesMatter,positive
2015-06-20,BlackLivesMatter Boycotted AMEMassacre,"#BlackLivesMatter is a Political Movement

Your #Boycotted $$$ are powerful. Don't let your 2016 candiates duck &amp; cover.

#AMEMassacre",positive
2015-06-20,BlackLivesMatter,Smh the system is so messed up!! #BlackLivesMatter,positive
2015-06-20,BlackLivesMatter action,"In the wake of the terrorist attack in Charleston, we all have 2 b together 2 make change. #BlackLivesMatter #action  ",positive
2015-06-20,ThinBlueLine BlueLivesMatter,"I don't believe in Karma (good or bad), but I do take a stand publicly to support the #ThinBlueLine as often as possible. #BlueLivesMatter",neither
2015-06-20,BlackLivesMatter,The tide is turning. Indict racist police! #BlackLivesMatter,positive
2015-06-20,Black9 BlackLivesMatter,So many have died so that we could be free. My #Black9 died so we could be black. #BlackLivesMatter,positive
2015-06-20,DylannRoof MichaelSlager WalterScott BlackLivesMatter Charleston,#DylannRoof locked in cell near officer #MichaelSlager who shot #WalterScott #BlackLivesMatter #Charleston,positive
2015-06-20,blacklivesmatter,"Stricter gun laws won't stop racial killings.  After all, the police would still have guns &amp; that's been a problem lately #blacklivesmatter",positive
2015-06-20,BlackLivesMatter racism DomesticTerrorism,"Call it what is is.   
#BlackLivesMatter #racism #DomesticTerrorism",positive
2015-06-20,BlackLivesMatter,"My heart, prayers, and love go out to the community and families that loss loved ones in Charleston, S.C. #BlackLivesMatter",positive
2015-06-20,BlackLivesMatter WeWillShootBack,"""Sometimes if you want to get rid of the gun, you have to pick the gun up"" ~Huey P Newton 

#BlackLivesMatter 
 #WeWillShootBack",positive
2015-06-20,BlackLivesMatter Bronx NYC,#BlackLivesMatter march for Haitians in DR marching thru #Bronx #NYC now!,positive
2015-06-20,BlackLivesMatter,mines ayor your bio #BlackLivesMatter ayeee I'm black but I live in Australia 😂,positive
2015-06-20,BlackLivesMatter,"People cling to their hates...b/ they sense, once hate is gone, they will be forced to deal with pain. ~ James Baldwin #BlackLivesMatter",positive
2015-06-20,,"    when blks come out with 'blk lives matter', it was overshadowed by 'all lives matter' js",positive
2015-06-20,,"Yes we know all lives matter but currently not all lives are being hunted down like animals....That would be...You guessed it, black lives.",positive
2015-06-20,BlackLivesMatter,At Wesley AME Church in Houston for a Vigil for the Charleston AME community . #BlackLivesMatter,positive
2015-06-20,SayNOtoRacism blackisbeautiful BlackLivesMatter,You are the reason why the future is not bright. #SayNOtoRacism #blackisbeautiful #BlackLivesMatter,positive
2015-06-20,BlackLivesMatter,Don't Shoot Me 🔫🙏🏿 #BlackLivesMatter R.I.P. Mike Brown Tamir Rice,positive
2015-06-20,CharelstonShooting Austin BlackLivesMatter,From yesterday's #CharelstonShooting vigil in #Austin. How long will it take before U.S. admits #BlackLivesMatter?,positive
2015-06-20,BlackLivesMatter tcot lanterns,"Chris said ""There is an effort to create a race war"" #BlackLivesMatter #tcot #lanterns...  ",negative
2015-06-21,NoMoWar GoHomeDeray BlackLivesMatter,#NoMoWar DeRay Mckesson at centre of #GoHomeDeray Twitter storm: Mckesson became an outspoke...   #BlackLivesMatter,positive
2015-06-21,MyBrothersKeeper BlackLivesMatter Obama OWN Oprah,Can we elect Pres Obama 4 more years please?! #MyBrothersKeeper #BlackLivesMatter #Obama #OWN #Oprah,positive
2015-06-21,BlackLivesMatter,Answers? #BlackLivesMatter,positive
2015-06-21,BlueLivesMatter,Suspect sought in killing of New Orleans police officer   via   #BlueLivesMatter,neither
2015-06-21,AllLivesMatter,I thought this never happened to white people???  #AllLivesMatter,negative
2015-06-21,BlackLivesMatter,Massacre at Charleston: #BlackLivesMatter for Native People Because History - Indian Country Today Media Netwo...,positive
2015-06-21,BlackLivesMatter,"#BlackLivesMatter. All lives matter. Black, white, Asian, or ect. WE SHOULD NOT LABLE SOMEONE BASED ON THEIR RACE, RATHER WHO THEY ARE!",negative
2015-06-21,BlackLivesMatter,The South shall rise again (by overcoming its torrid history of systemic racism)!! #BlackLivesMatter,positive
2015-06-21,BlackLIvesMatter TakeItDown FreeThemAll Organize,"""America is house on fire-FREEDOM NOW!-or let it burn, let it burn.""-Robert F. Williams
#BlackLIvesMatter #TakeItDown #FreeThemAll #Organize",positive
2015-06-21,AllLivesMatter,but saying #AllLivesMatter is racist somehow.....,negative
2015-06-21,Charleston TakeDownTheFlag BlackLivesMatter,I guess   will be   's guest on MTP next Sunday? #Charleston #TakeDownTheFlag #BlackLivesMatter,positive
2015-06-21,Charleston BlackLivesMatter,In mass and all I could think about was the 9 souls lost in their place of worship. #Charleston #BlackLivesMatter,positive
2015-06-21,BlackLivesMatter,"It won't get the crazies on the right to stop, but damn this guy is a racist.   #BlackLivesMatter",positive
2015-06-21,terrorism business humanrights BlackLivesMatter CharelstonShooting,The sham “terrorism expert” industry   #terrorism #business #humanrights #BlackLivesMatter #CharelstonShooting,positive
2015-06-21,NoMoWar BlackLivesMatter,"#NoMoWar Worshippers return to Charleston's Emanuel AME on Sunday: In Charleston, hundreds j...   #BlackLivesMatter",positive
2015-06-21,ThinBlueLine BlueLivesMatter,great catch!  #ThinBlueLine #BlueLivesMatter,neither
2015-06-22,BlackLivesMatter,"      #BlackLivesMatter!!  Oh wait,the shooter wasn't white? Oh, then never mind...",negative
2015-06-22,boldlipsforsicklecell BlackLivesMatter,#boldlipsforsicklecell September is a few months away! Stock up on the lippies ladies #BlackLivesMatter,positive
2015-06-22,BlackLivesMatter,"How can a man who walks into a historically black church, opening fire - not be considered racist?
#BlackLivesMatter",positive
2015-06-22,BlackLivesMatter,This is race baiting. #BlackLivesMatter,negative
2015-06-22,sistars blacklivesmatter planets milkyway,"Biggest star in the sky
We can both say good-bye
#sistars #blacklivesmatter #planets #milkyway…  ",positive
2015-06-22,,some do. There's still people that don't believe the scales tipped. All Lives Matter detours the entire point of it all.,positive
2015-06-22,TakeDownTheFlag BlackLivesMatter,Shout out to   for standing up and removing all confederate flags from it's stores!!!!! #TakeDownTheFlag #BlackLivesMatter,positive
2015-06-22,baltimoreuprising BlackLivesMatter,Baltimore Uprising Film night at Leeds Uni. This wednesday!   #baltimoreuprising #BlackLivesMatter,positive
2015-06-22,BlackLivesMatter,Watching this on repeat.   #BlackLivesMatter,positive
2015-06-22,Uncategorized blacklivesmatter charleston TopNews,John Oliver to South Carolina: Here’s what you can do with…   #Uncategorized #blacklivesmatter #charleston #TopNews,positive
2015-06-22,PortlandME BlackLivesMatter,Heartened to see so many turn out in #PortlandME to reflect on the racist tragedy in Charleston. #BlackLivesMatter,positive
2015-06-22,Nword racism BlackLivesMatter,"Saying the #Nword personifies #racism is like saying an upward glance means you're a true believer
#BlackLivesMatter  ",negative
2015-06-22,Comcast AMEMassacre BlackLivesMatter,"The   &amp;   #Comcast Code of Ethics - 

Whitewash Everything At All Times.

#AMEMassacre
#BlackLivesMatter  ",positive
2015-06-22,BlackLivesMatter,"This guy scared me at work and when I told him, he put his hands up and said ""I'm sorry, don't shoot me"".. #BlackLivesMatter",positive
2015-06-22,BlackLivesMatter,I believe love will always win over hate. #BlackLivesMatter,positive
2015-06-22,Charlston BlackLivesMatter,Police bought the #Charlston terrorist a Burger King because 'he was not problematic'. Goddam:   #BlackLivesMatter,positive
2015-06-22,BlackLivesMatter,"  Mayor of St Petersburg, FL slapped with federal racial discrimination complaint #BlackLivesMatter  ",positive
2015-06-22,BlackLivesMatter,"DeRey who started movement of the 21st century,” the #BlackLivesMatter movement told to stay away by SC town.  ",positive
2015-06-23,BlackLivesMatter,"  Race IS more complex than skin color, I agree.  How does that diminish the truth that #BlackLivesMatter ?",positive
2015-06-23,BlackLivesMatter CharlestonShooting,Diddy drops F-bomb = terrorist. Roof kills 9 A-A church members to start race war = not terrorist. #BlackLivesMatter  #CharlestonShooting,positive
2015-06-23,BlackLivesMatter,there are many White people that will hate HRC for supporting #BlackLivesMatter. She is going out on a HUGE limb.,positive
2015-06-23,AllLivesMatter noborders,"Hungary’s racist response to refugees ? A 109-mile-long, 13-foot-tall fence.   #AllLivesMatter #noborders",positive
2015-06-23,BlackLivesMatter BlackBusiness blacktwitter,"Tantric Jazz
Bristol, Bristol BS1 1TP
  
 #BlackLivesMatter #BlackBusiness #blacktwitter  ",positive
2015-06-23,blacklivesmatter,"Check out the #blacklivesmatter tag as a great place to start, and start listening to real people talk about their lives.",positive
2015-06-23,AllLivesMatter,no kidding black lives matter. #AllLivesMatter,positive
2015-06-23,charleston9 blacklivesmatter,So these mother fucking cops went out and got this fucking terrorist murderer a piece of fucking burger????? #charleston9 #blacklivesmatter,positive
2015-06-23,,"  how? It's in reference to people saying all lives matter, instead of black lives matter because people are missing the point.",positive
2015-06-23,BlackLivesMatter WhitePrivilege BurnTheConfederate,"#BlackLivesMatter'll become *unbreakable* w/more room 2 be rooted on this reality
Rn?
#WhitePrivilege's symbols block it
#BurnTheConfederate",positive
2015-06-23,Charleston BlackLivesMatter TakeItDown,Reminds me of the fascist monument in #Charleston that was recently given a make over by #BlackLivesMatter ! #TakeItDown !,negative
2015-06-23,BlackLivesMatter Charleston,How #BlackLivesMatter Activists Are Organizing in the Wake of #Charleston   via,positive
2015-06-23,rns takeitdown blacklivesmatter letsberealhere,No captions needed you know what it is  #rns #takeitdown  #blacklivesmatter  #letsberealhere,positive
2015-06-23,BlackLivesMatter Racism bioethics research,Apropos #BlackLivesMatter Secret World War II Chemical Experiments Tested Troops By Race   #Racism #bioethics #research,positive
2015-06-23,TakeItDown BlackLivesMatter BlackTwitter,"southern born &amp; raised, i can't remember when i first saw it but i knew it was a symbol of hate #TakeItDown 
#BlackLivesMatter #BlackTwitter",positive
2015-06-23,onesmallstep BlackLivesMatter,"""We are not going to allow this symbol to divide us any longer."" Amen   ! Finally! #onesmallstep #BlackLivesMatter",positive
2015-06-23,CharlestonShooting BlackLivesMatter,So appreciative of Dr. Robinson asking us to keep #CharlestonShooting and #BlackLivesMatter in our thoughts during   webinar 1/2,positive
2015-06-23,DaryleHolloway BlueLivesMatter SupportBlue,"Simply despicable. Suspect told #DaryleHolloway ""let me go before you kill yourself"". #BlueLivesMatter #SupportBlue  ",neither
2015-06-23,BlackLivesMatter,"This is why we need blackout days, and #BlackLivesMatter trends, etc. this is awful.   ",positive
2015-06-23,BlueLivesMatter,Lt Col Leffler teeing off of 8...only 1 over so far..good job. #BlueLivesMatter,neither
2015-06-24,alllivesmatter,"    
#alllivesmatter don't they⁉️Do you now think it's RACIST 4 WHITE PPL to breath in air⁉️WOW‼️Such messed up thinking",negative
2015-06-24,BlackLivesMatter art,"Baltimore Students Team Up For #BlackLivesMatter Street Art Takeover: In 2011, street artist JR made a ca...   #art",positive
2015-06-24,,“ : make this go viral.. 😳   all lives matter..... So stupid,negative
2015-06-24,PrayForCharleston AllLivesMatter WakeUpAmerica SisterPatriots PJNET CCOT,"Liberals will NEVER ""get"" the South

#PrayForCharleston
#AllLivesMatter
#WakeUpAmerica

#SisterPatriots
#PJNET
#CCOT  ",negative
2015-06-24,ICantBreathe BlackLivesMatter Ferguson Bospoli,Hands Up Dont Shoot Daily #ICantBreathe #BlackLivesMatter #Ferguson #Bospoli is out!   Stories via,positive
2015-06-24,BlackLivesMatter TakeItDown,We're comin for all your rebel flags. #BlackLivesMatter #TakeItDown,positive
2015-06-24,BlackLivesMatter Funders4Justice,"""Divest in policing &amp; prisons and invest in Black communities""   #BlackLivesMatter #Funders4Justice    ",positive
2015-06-24,GoHomeDeray BlackLivesMatter Ferguson Baltimore,"  

This is the first protest movement fueled by Ritalin! LOL! 

#GoHomeDeray #BlackLivesMatter? #Ferguson #Baltimore

 ",negative
2015-06-24,Tsarnaev PerpsInBlue BlackLivesMatter,"Judge: We'll nevr 4get the victims of thez crimes or their stories #Tsarnaev

Neither shld we 4get victims of #PerpsInBlue #BlackLivesMatter",positive
2015-06-24,,"Hillary Clinton, At Black Church Near Ferguson, Says 'All Lives Matter'   via  ",positive
2015-06-24,,"Black ,white,confederate,police ,all lives matter .Show some respect for things that are not yours   ",negative
2015-06-24,BlackLivesMatter SaveOurYouth FF,"Youth program set to open winter 2016! Follow us &amp; check our updates.  
#BlackLivesMatter #SaveOurYouth #FF",positive
2015-06-24,Charleston9 ftlauderdale BlackLivesMatter charleston2ftl,Say their names! We r here honoring #Charleston9 at AME church in #ftlauderdale #BlackLivesMatter  #charleston2ftl,positive
2015-06-24,blacklivesmatter,"1:25 a little talk of ""habits of the heart""  

Habits of hearts are killing black folk- say #blacklivesmatter via  ",positive
2015-06-25,BlackLivesMatter SaveOurYouth FF 710PEPP PEPP RT,New youth program set to open winter 2016! Follow   &amp; check the updates. #BlackLivesMatter #SaveOurYouth #FF #710PEPP #PEPP #RT,positive
2015-06-25,forgiveness Charleston BlackLivesMatter,The #forgiveness narrative really offends me. It's too convenient and offensive. #Charleston #BlackLivesMatter,positive
2015-06-25,BlackLivesMatter,"     ""ALM"" makes #BlackLivesMatter more palatable. ""BLM"" states emphatically MY rights should be equal.",positive
2015-06-25,BlackLivesMatter,Baltimore students organize a inspiring street art response to #BlackLivesMatter,positive
2015-06-25,Cops DeadlyForce BlackLivesMatter,&gt;&gt; There's an international standard for #Cops &amp; #DeadlyForce. See Here &lt;&lt;   via   #BlackLivesMatter,positive
2015-06-25,Revival bornagain Biblestudy BlackLivesMatter Jesus HolySpirit,"Today’s verse: “Love the family of believers, fear God,” 1 Peter 2:17 #Revival #bornagain #Biblestudy #BlackLivesMatter #Jesus #HolySpirit",positive
2015-06-25,BlackLivesMatter,All I wanna say is that they don't really care about us...#BlackLivesMatter,positive
2015-06-25,,"Just a slip of tongue. What she really tried to say is  All lives matter , Blacks' matter more.  ",negative
2015-06-25,BlackLivesMatter,I think it will. Not in a direct way. But it shows #BlackLivesMatter,positive
2015-06-25,usa BlackLivesMatter,Watch a black man &amp; a white woman speak for each other &amp; show us a thing or 2 abt privilege   #usa #BlackLivesMatter,positive
2015-06-25,,"Outrage After Hillary Says “All Lives Matter” in Black Church:   So all lives don't matter, only some? Help me out here",negative
2015-06-26,CharlestonShooting HateCrime BlackLivesMatter,"Brokenhearted, we stand with you #CharlestonShooting #HateCrime #BlackLivesMatter    ",positive
2015-06-26,AllLivesMatter,BAN cars!! Cars kill!! #AllLivesMatter,negative
2015-06-26,Pinckney Charleston BlackLivesMatter,"NOW !
THE     Delivers Eulogy &amp; Honors Rev. #Pinckney
ON   from #Charleston
   #BlackLivesMatter",positive
2015-06-26,BlackLivesMatter,"WHEN THE SUPREME COURT PASSES A LAW THAT MAKES IT ILLEGAL FOR COPS TO KILL UNARMED BLACK PEOPLE, THEN I'LL CELEBRATE!!! #BlackLivesMatter",positive
2015-06-26,BlackLivesMatter TamirRice GS2015,We will not forget #BlackLivesMatter #TamirRice #GS2015,positive
2015-06-26,LoveWins BlackLivesMatter,"Celebrating that today, #LoveWins, but remembering that today we also buried 9 African-American souls. The work never ends #BlackLivesMatter",positive
2015-06-26,blacklivesmatter,Thanks for the shout out! Many represented. Please read our pubs   #blacklivesmatter in the 919!,positive
2015-06-26,LoveWins BlackLivesMatter,This   speech right now is all-time great.   #LoveWins #BlackLivesMatter,positive
2015-06-26,black usa BlackLivesMatter,Justice Thomas: Racial disparities don't always hurt #black people. Look at the  !   #usa #BlackLivesMatter,positive
2015-06-26,BlackLivesMatter BlackBusiness blacktwitter,"Celestine's African Hair Braiding
Milwaukee, WI 53218
  
 #BlackLivesMatter #BlackBusiness #blacktwitter",positive
2015-06-26,BlackLivesMatter JusticeOrElse LetMeFindOut SeeWutDatDo,Be careful out here it's wet #BlackLivesMatter #JusticeOrElse #LetMeFindOut #SeeWutDatDo!,positive
2015-06-26,blacklivesmatter,Yes lets legalize being black in America too✊🏾 #blacklivesmatter,positive
2015-06-26,ProLife AllLivesMatter,Federal Lawsuit Filed Over New Tennessee Abortion Laws. #ProLife #AllLivesMatter,neither
2015-06-26,BlackLivesMatter,Why #BlackLivesMatter to this little white girl :),positive
2015-06-27,blacktranslivesmatter,Nadijah Robinson and Luna Saint Laurent collaboration at Toronto trans* pride demo #blacktranslivesmatter,positive
2015-06-27,KuwaitAttack FranceAttack TunisiaAttack BlackLivesMatter AMEShooting,".....I keep going to the river to pray... #KuwaitAttack, #FranceAttack, #TunisiaAttack, #BlackLivesMatter, #AMEShooting too much.",positive
2015-06-27,BlackLivesMatter,Support the removal of the Confederate Flag #BlackLivesMatter,positive
2015-06-27,LoveWins BlackLivesMatter NFL,is in the zone. He's converted like 10 straight 3rd &amp; longs. #LoveWins #BlackLivesMatter Can't wait for #NFL to start 👦🏿,positive
2015-06-27,racist America Google pocbf blackfreethinkers blacklivesmatter racism woc,"The most #racist places in #America, according to #Google   #pocbf #blackfreethinkers #blacklivesmatter #racism #woc",positive
2015-06-27,EnoughIsEnough Charleston9 FreeBree BlackLivesMatter,Time to take it down.... #EnoughIsEnough #Charleston9 #FreeBree #BlackLivesMatter,positive
2015-06-27,BaltimoreRiots BlackLivesMatter WalterScott,#BaltimoreRiots #BlackLivesMatter #WalterScott  What would be the police and media version without the video:,positive
2015-06-27,BreeNewsome FreeBree BlackGirlMagic BlackLivesMatter TakeItDown,Pass the smudging sage 4 #BreeNewsome #FreeBree #BlackGirlMagic #BlackLivesMatter #TakeItDown,positive
2015-06-27,BreeNewsome FreeBree BlackLivesMatter,So some people are calling #BreeNewsome a domestic terrorist? #FreeBree #BlackLivesMatter,positive
2015-06-27,dontBeQuiet blacklivesmatter lovepark,Steps to Justice #dontBeQuiet #blacklivesmatter #lovepark,positive
2015-06-27,AngelaDavis BlackLivesMatter,"Dr. Imani reminds us that Black Americans are the descendants of strong, courageous, brilliant ancestors. #AngelaDavis #BlackLivesMatter",positive
2015-06-27,blacklivesmatter injustice justus repost,It doesn't add up make our justice system accountable #blacklivesmatter #injustice #justus #repost…,positive
2015-06-27,BreeNewsome,"“ : Moved to tears by #BreeNewsome   for her courage, her resilience, her dignity! TY for taking down the flag!”",positive
2015-06-27,BlackLivesMatter TakeKSBack,Ppl 1/2 stumble 4rm their slumber tryin2imagine yet many of us r awake livin collective&amp;individual nightmares. #BlackLivesMatter #TakeKSBack,positive
2015-06-27,BlackLivesMatter EqualityForAll,"  will always have a purpose worth standing up for. We can do this 1 step, 1 cause at a time. #BlackLivesMatter #EqualityForAll",positive
2015-06-27,blacklivesmatter FreeBree,Support bail and legal defense for   and #blacklivesmatter activists   #FreeBree,positive
2015-06-27,MarriageEquality Love Kindness4Smiles LoveWins AllLivesMatter,"#MarriageEquality is about #Love

#Kindness4Smiles because #LoveWins 
&amp; #AllLivesMatter 

   ",neither
2015-06-27,LoveWins,U cant win republicans. #LoveWins. Obama serving u all rn. U all dont care. Obama showing all lives matter not just whites,positive
2015-06-27,BlackLivesMatter,Does the #BlackLivesMatter movement have a problem with today’s focus on gay marriage? Sure…,negative
2015-06-27,AngelaDavis BlackLivesMatter,"Dr. Fania Davis asks everyone 27 and under to stand then honors the youth, our future. #AngelaDavis #BlackLivesMatter  ",positive
2015-06-27,BlackLivesMatter BlackBusiness blacktwitter,"Hampton University
Hampton, VA 23669
  
 #BlackLivesMatter #BlackBusiness #blacktwitter  ",positive
2015-06-28,BlackLivesMatter empowerment,"If you're heading to   this week in my beloved New Orleans, please come to my workshop on #BlackLivesMatter. #empowerment",positive
2015-06-28,BlackLivesMatter BlackBusiness blacktwitter,"D'afrique Quisine
Columbus, OH 43229
  
 #BlackLivesMatter #BlackBusiness #blacktwitter",positive
2015-06-28,meetthepress blacklivesmatter p2,#meetthepress the confederate flag is post by some Dems too lets not forget prosecutors &amp; cops fly that racist flag. #blacklivesmatter #p2,positive
2015-06-28,BlackLivesMatter BlackBusiness blacktwitter,"Truluck's
Boca Raton, FL 33432
  
 #BlackLivesMatter #BlackBusiness #blacktwitter  ",positive
2015-06-28,BlackLivesMatter claimitgc78,There are a lot of #BlackLivesMatter signs at this #claimitgc78 march. Good.,positive
2015-06-28,BlackLivesMatter,Unapologetically moving forward. #BlackLivesMatter.,positive
2015-06-28,Pride2015 BlackLivesMatter,Lead bike in #Pride2015 sporting a big #BlackLivesMatter sign. Class act.,positive
2015-06-28,BlackLivesMatter TakeDownTheFlag,MT  And they wonder why we're fighting a flag. May your family stay safe ..!  #BlackLivesMatter #TakeDownTheFlag,positive
2015-06-28,BlackLivesMatter missionsummit2015,RM: we all have skin game of this racism fight #BlackLivesMatter #missionsummit2015,positive
2015-06-28,BlackLivesMatter KeepItDown FreeBree BreeNewsome LGBTQ,This is everything. 🙌🏿 #BlackLivesMatter #KeepItDown #FreeBree #BreeNewsome #LGBTQ,positive
2015-06-28,BlackLivesMatter,"Let's B clear trolls,I don't hate Christians. I hate how its used 2 justify bigotry n heinous acts born from prejudice. #BlackLivesMatter",positive
2015-06-29,BETAwards2015 BlackLivesMatter,Holy shit! Kendrick is winning me over with this performance. This whole performance is damn good #BETAwards2015 #BlackLivesMatter,positive
2015-06-29,BlackLivesMatter,"Morgan State University ""Students Team Up For #BlackLivesMatter Street Art Takeover""    ",positive
2015-06-29,,And they cry out about racism-- All Lives matter not just Black- get over yourseves!,negative
2015-06-29,BlackLivesMatter AreYouNuts,"""Racism is an epidemic in this country. It's a public health crisis.""
--Alicia Garza, co-founder #BlackLivesMatter, 6-28-15

#AreYouNuts",positive
2015-06-29,black FreeBree BlackLivesMatter,"At least 5 #black churches burned this past week, including at least 3 by arson   #FreeBree #BlackLivesMatter",positive
2015-06-29,BETAWARDS BETAWARDS2015 BlackLivesMatter,SHOUT OUT TO MICHAEL B JORDAN!!!!!!!!!! #BETAWARDS #BETAWARDS2015 #BlackLivesMatter,positive
2015-06-29,BlackLivesMatter BETAwards,Yessssssssss tribute to protesting #BlackLivesMatter  #BETAwards,positive
2015-06-29,BETAwards BlackLivesMatter,RT  : BET and #BETAwards 2015 STAND with Charleston. ✊ #BlackLivesMatter,positive
2015-06-29,rightnow blacklivesmatter,It was a deep honor to work on. This is such a timely and important document #rightnow #blacklivesmatter,positive
2015-06-29,BlackLivesMatter LoveWins,Apparently the #BlackLivesMatter group didn't get the memo that #LoveWins...Grabbing the popcorn to watch the rest.,negative
2015-06-29,AllLivesMatter,Thank you BET for not doing the #AllLivesMatter bullshit.,positive
2015-06-29,blkOUT BlackOutPride BlackLivesMatter,Living Color: Love is Revolutionary When You're Black   via   #blkOUT #BlackOutPride #BlackLivesMatter,positive
2015-06-29,NoMoWar BlackLivesMatter,#NoMoWar 'Black lives matter' protesters disrupt Chicago Gay Pride parade: Pandemonium ensue...   #BlackLivesMatter,neither
2015-06-29,BlackLivesMatter BlackIsBeautiful blackWomenMatter,#BlackLivesMatter #BlackIsBeautiful #blackWomenMatter y'all are awesome and great never believe otherwise,positive
2015-06-29,BlackLivesMatter motorcycle undocumented solidarity,Rode to work with my new #BlackLivesMatter stenciled #motorcycle jacket. #undocumented #solidarity…,positive
2015-06-29,PGP JUSTICE NotOurPrideSTL BlackLivesMatter PrideStl BlackTransLivesMatter ABanks Pride,"Above all, her #PGP is #JUSTICE 
#NotOurPrideSTL #BlackLivesMatter #PrideStl #BlackTransLivesMatter #ABanks #Pride  ",positive
2015-06-29,BlackLivesMatter BETAwards2015,S/o to Cleveland . #BlackLivesMatter  #BETAwards2015,positive
2015-06-29,BlackLivesMatter,devotes a special online issue to #BlackLivesMatter   Congrats and thanks to editor Bianca C. Williams,positive
2015-06-30,LaToma BlackLivesMatter,Solidarity w/the Afro-descendent community of #LaToma |          #BlackLivesMatter,positive
2015-06-30,BlackLivesMatter,"Bruh. Read an article. I suggest ""The Herstory of the #BlackLivesMatter Movement."" Might contextualize it for ya.   ",positive
2015-06-30,BlackLivesMatter,"""The Medium Is The Message""
#BlackLivesMatter  ",positive
2015-06-30,WhoIsBurningBlackChurches BlackLivesMatter,"Gun related deaths is covered for days, but #WhoIsBurningBlackChurches gets zero coverage. #BlackLivesMatter",positive
